,name,developer,platform,genre,total_sales,na_sales,eu_sales,japan_sales,other_sales,release_year
11287, Vagrant Story     ,SquareSoft  ,PS,Role-Playing,0.87,0.30,0.20,0.30,0.06,2000
11288, Final Fantasy X / X-2 HD Remaster     ,Square Enix  ,PSV,Role-Playing,0.86,0.16,0.29,0.28,0.13,2014
11289, Kingdoms of Amalur: Reckoning    Read the review ,38 Studios  ,PS3,Role-Playing,0.85,0.37,0.29,0.09,0.10,2012
11290, Xenoblade Chronicles X     ,Monolith Soft  ,WiiU,Role-Playing,0.84,0.34,0.29,0.15,0.06,2015
11291, Rogue Galaxy     ,Level 5  ,PS2,Role-Playing,0.84,0.24,0.16,0.39,0.05,2007
11292, Dragon Age II     ,BioWare Corp.  ,PS3,Role-Playing,0.83,0.40,0.26,0.05,0.12,2011
11293, Marvel: Ultimate Alliance     ,Raven Software  ,PS2,Role-Playing,0.82,0.69,0.03,0.01,0.11,2006
11294, The Lord of the Rings: War in the North     ,Snowblind Studios  ,PS3,Role-Playing,0.82,0.25,0.43,0.01,0.12,2011
11295, Dragon Quest III     ,TOSE  ,GB,Role-Playing,0.81,0.01,0.01,0.81,0.00,2001
11296, Yokai Watch 3: Sukiyaki     ,Level 5  ,3DS,Role-Playing,0.81,0.01,0.01,0.81,0.01,2019
11297, Tales of Destiny II     ,Telenet Japan / Wolfteam  ,PS,Role-Playing,0.81,0.06,0.04,0.66,0.05,2001
11298, Final Fantasy Type-0     ,Square Enix  ,PSP,Role-Playing,0.81,0.01,0.01,0.81,0.01,2020
11299, EarthBound     ,Ape Studios / HAL Laboratory  ,SNES,Role-Playing,0.81,0.01,0.01,0.81,0.01,1995
11300, Final Fantasy XI: Wings of the Goddess     ,Square Enix  ,PS2,Role-Playing,0.81,0.35,0.27,0.09,0.09,2007
11301, Golden Sun: Dark Dawn     ,Camelot Software Planning  ,DS,Role-Playing,0.81,0.53,0.10,0.13,0.05,2010
11302, Final Fantasy Anthology     ,SquareSoft  ,PS,Role-Playing,0.80,0.45,0.30,0.01,0.05,1999
11303, Dragon's Dogma     ,Capcom  ,X360,Role-Playing,0.79,0.42,0.24,0.07,0.06,2012
11304, Harvest Moon: A Wonderful Life     ,Marvelous Interactive  ,GC,Role-Playing,0.79,0.61,0.16,0.01,0.02,2004
11305, Dragon Quest Monsters 2     ,TOSE Software  ,3DS,Role-Playing,0.79,0.01,0.01,0.79,0.01,2014
11306, Too Human    Read the review ,Silicon Knights  ,X360,Role-Playing,0.78,0.38,0.30,0.03,0.08,2008
11307, Torneko no Daibouken: Fushigi no Dungeon     ,ChunSoft  ,SNES,Role-Playing,0.78,0.01,0.01,0.78,0.01,1993
11308, Mass Effect: Andromeda     ,BioWare Corp.  ,XOne,Role-Playing,0.78,0.50,0.20,0.01,0.07,2017
11309, Dragon Age: Inquisition     ,BioWare Edmonton  ,PC,Role-Playing,0.78,0.38,0.33,0.01,0.07,2014
11310, Dragon Warrior I&II     ,TOSE  ,GB,Role-Playing,0.77,0.01,0.01,0.77,0.01,2000
11311, Final Fantasy II     ,Square  ,NES,Role-Playing,0.76,0.01,0.01,0.76,0.01,1988
11312, Mega Man Battle Network 6: Cybeast Falzar / Gregar     ,Capcom  ,GBA,Role-Playing,0.76,0.09,0.03,0.62,0.02,2006
11313, Final Fantasy Legend III     ,SquareSoft  ,GB,Role-Playing,0.76,0.01,0.01,0.76,0.01,1993
11314, Dark Souls II     ,From Software  ,X360,Role-Playing,0.75,0.49,0.19,0.01,0.07,2015
11315, Fire Emblem Echoes: Shadows of Valentia     ,Intelligent Systems  ,3DS,Role-Playing,0.75,0.34,0.16,0.21,0.05,2017
11316, Spectrobes     ,Jupiter Corporation  ,DS,Role-Playing,0.75,0.66,0.03,0.01,0.06,2007
11317, Tales of Vesperia    Read the review ,Namco Tales Studio  ,X360,Role-Playing,0.74,0.32,0.18,0.19,0.05,2008
11318, Resonance of Fate    Read the review ,tri-Ace  ,PS3,Role-Playing,0.74,0.20,0.22,0.24,0.08,2010
11319, Marvel: Ultimate Alliance 2     ,Vicarious Visions  ,PS3,Role-Playing,0.74,0.49,0.16,0.01,0.09,2009
11320, Final Fantasy XIII-2     ,Square Enix  ,X360,Role-Playing,0.73,0.36,0.29,0.02,0.06,2012
11321, Star Ocean: The Last Hope International    Read the review ,tri-Ace  ,PS3,Role-Playing,0.73,0.28,0.15,0.22,0.07,2010
11322, Deus Ex: Mankind Divided     ,Eidos Montreal  ,PS4,Role-Playing,0.72,0.25,0.34,0.01,0.12,2016
11323, Tactics Ogre: Let Us Cling Together     ,Quest Corporation  ,SNES,Role-Playing,0.71,0.01,0.01,0.71,0.00,1995
11324, Monster Hunter 3 Ultimate     ,Capcom  ,WiiU,Role-Playing,0.71,0.24,0.20,0.22,0.04,2013
11325, Two Worlds     ,Reality Pump  ,X360,Role-Playing,0.70,0.41,0.22,0.01,0.07,2007
11326, RIFT    Read the review ,Trion Worlds  ,PC,Role-Playing,0.70,0.47,0.16,0.01,0.08,2011
11327, Jade Empire     ,BioWare Corp.  ,XB,Role-Playing,0.70,0.48,0.19,0.01,0.03,2005
11328, Chocobo's Dungeon 2     ,SquareSoft  ,PS,Role-Playing,0.70,0.04,0.03,0.58,0.05,1999
11329, Monster Hunter Stories     ,Marvelous  ,3DS,Role-Playing,0.70,0.14,0.15,0.39,0.03,2017
11330, Dark Souls II: Scholar of the First Sin     ,From Software  ,PS4,Role-Playing,0.69,0.27,0.23,0.09,0.10,2015
11331, Baldur's Gate: Dark Alliance II     ,Black Isle Studios  ,PS2,Role-Playing,0.68,0.34,0.26,0.01,0.09,2004
11332, Rune Factory 4     ,Neverland Company  ,3DS,Role-Playing,0.68,0.40,0.01,0.22,0.05,2013
11333, Suikoden II     ,Konami  ,PS,Role-Playing,0.68,0.15,0.10,0.38,0.04,1999
11334, .hack//Mutation Part 2     ,CyberConnect2  ,PS2,Role-Playing,0.68,0.23,0.18,0.20,0.06,2003
11335, The Last Story    Read the review ,Mistwalker Corporation / AQ Interactive  ,Wii,Role-Playing,0.68,0.31,0.13,0.18,0.05,2012
11336, Wild ARMs 2     ,Media.Vision  ,PS,Role-Playing,0.67,0.19,0.13,0.31,0.04,2000
11337, Fossil Fighters: Champions     ,RED Entertainment  ,DS,Role-Playing,0.67,0.31,0.01,0.34,0.02,2011
11338, Mass Effect    Read the review ,BioWare / Demiurge Studios  ,PC,Role-Playing,0.67,0.01,0.59,0.01,0.07,2008
11339, Final Fantasy Crystal Chronicles: Ring of Fates     ,Square Enix  ,DS,Role-Playing,0.66,0.22,0.01,0.42,0.02,2008
11340, Darkstone     ,Delphine Software International  ,PS,Role-Playing,0.66,0.37,0.25,0.01,0.04,2001
11341, Dragon Quest Monsters: Caravan Heart     ,TOSE  ,GBA,Role-Playing,0.66,0.01,0.01,0.64,0.02,2020
11342, Legend of Legaia     ,Contrail  ,PS,Role-Playing,0.66,0.37,0.25,0.01,0.04,1999
11343, Suikoden IV     ,Konami Computer Entertainment Tokyo  ,PS2,Role-Playing,0.66,0.17,0.13,0.30,0.05,2005
11344, World of Dragon Warrior - Torneko: The Last Hope     ,ChunSoft  ,PS,Role-Playing,0.65,0.02,0.01,0.58,0.04,2000
11345, Champions: Return to Arms     ,Snowblind Studios  ,PS2,Role-Playing,0.65,0.32,0.25,0.01,0.08,2005
11346, Dragon Quest Monsters Joker 3     ,TOSE  ,3DS,Role-Playing,0.65,0.01,0.01,0.65,0.01,2016
11347, Tales of Berseria     ,Namco Bandai Games  ,PS4,Role-Playing,0.65,0.22,0.10,0.26,0.07,2017
11348, Star Ocean: First Departure     ,TOSE Software  ,PSP,Role-Playing,0.65,0.20,0.14,0.22,0.09,2008
11349, X-Men Legends II: Rise of Apocalypse     ,Raven Software  ,PS2,Role-Playing,0.63,0.53,0.02,0.01,0.09,2005
11350, White Knight Chronicles II    Read the review ,Level 5  ,PS3,Role-Playing,0.63,0.23,0.09,0.27,0.04,2011
11351, Dragon Age II    Read the review ,BioWare Corp.  ,PC,Role-Playing,0.63,0.23,0.33,0.01,0.08,2011
11352, Monster Hunter 2     ,Capcom  ,PS2,Role-Playing,0.63,0.01,0.01,0.63,0.01,2006
11353, Shin Megami Tensei: Persona 3 FES     ,Atlus  ,PS2,Role-Playing,0.63,0.22,0.20,0.16,0.05,2008
11354, Final Fantasy VII International     ,SquareSoft  ,PS,Role-Playing,0.63,0.01,0.01,0.59,0.04,1997
11355, NieR     ,Cavia Inc.  ,PS3,Role-Playing,0.63,0.17,0.19,0.20,0.07,2010
11356, Wild ARMs 3     ,Media.Vision  ,PS2,Role-Playing,0.62,0.16,0.13,0.29,0.04,2002
11357, World of Final Fantasy     ,Square Enix  ,PS4,Role-Playing,0.62,0.24,0.21,0.09,0.09,2016
11358, South Park: The Fractured But Whole     ,Ubisoft San Francisco  ,XOne,Role-Playing,0.62,0.40,0.17,0.01,0.06,2017
11359, Bahamut Lagoon     ,SquareSoft  ,SNES,Role-Playing,0.62,0.01,0.01,0.62,0.01,1996
11360, Dragon Quest Monsters: Joker 2 Professional     ,TOSE Software  ,DS,Role-Playing,0.62,0.01,0.01,0.62,0.01,2011
11361, Sacred 2: Fallen Angel     ,Ascaron Entertainment  ,PS3,Role-Playing,0.61,0.22,0.23,0.08,0.09,2009
11362, Final Fantasy IV Advance     ,Square Enix  ,GBA,Role-Playing,0.61,0.27,0.10,0.22,0.01,2005
11363, Dragon Age: Inquisition     ,BioWare Edmonton  ,PS3,Role-Playing,0.61,0.27,0.18,0.06,0.09,2014
11364, MonHun Nikki: Poka Poka Ailu Mura     ,From Software  ,PSP,Role-Playing,0.60,0.01,0.01,0.60,0.01,2010
11365, Suikoden     ,Konami  ,PS,Role-Playing,0.60,0.21,0.14,0.21,0.04,1996
11366, Final Fantasy Explorers     ,Square Enix  ,3DS,Role-Playing,0.59,0.17,0.10,0.29,0.03,2016
11367, Dragon Quest Builders: Revive Alefgard     ,Square Enix  ,PS4,Role-Playing,0.58,0.12,0.17,0.24,0.06,2016
11368, Diablo     ,Climax Group  ,PS,Role-Playing,0.58,0.29,0.19,0.07,0.04,1998
11369, The Lord of the Rings: The Third Age     ,EA Redwood Shores  ,PS2,Role-Playing,0.58,0.49,0.02,0.01,0.08,2004
11370, Final Fantasy: The 4 Heroes of Light    Read the review ,Matrix Software  ,DS,Role-Playing,0.58,0.22,0.10,0.23,0.03,2010
11371, Digimon World 2     ,Bandai  ,PS,Role-Playing,0.58,0.23,0.16,0.16,0.04,2001
11372, Dragon Ball Z: Chou Saiya Densetsu     ,TOSE  ,SNES,Role-Playing,0.58,0.01,0.01,0.58,0.01,1992
11373, Disgaea 4: A Promise Unforgotten    Read the review ,Nippon Ichi Software  ,PS3,Role-Playing,0.58,0.27,0.11,0.14,0.06,2011
11374, Beyond The Beyond     ,Camelot Software Planning  ,PS,Role-Playing,0.57,0.11,0.08,0.35,0.04,1996
11375, Mega Man Star Force 2: Zerker x Ninja / Saurian     ,Capcom  ,DS,Role-Playing,0.57,0.24,0.00,0.31,0.02,2008
11376, Breath of Fire IV     ,Capcom  ,PS,Role-Playing,0.56,0.11,0.08,0.34,0.04,2000
11377, Odin Sphere     ,Vanillaware  ,PS2,Role-Playing,0.56,0.23,0.18,0.09,0.06,2007
11378, Final Fantasy IV: The Complete Collection     ,Matrix Software  ,PSP,Role-Playing,0.56,0.13,0.09,0.27,0.06,2011
11379, The Lord of the Rings: The Return of the King     ,Griptonite Games  ,GBA,Role-Playing,0.56,0.40,0.15,0.01,0.01,2003
11380, Xenoblade Chronicles     ,Monolith Soft  ,3DS,Role-Playing,0.56,0.24,0.15,0.13,0.04,2015
11381, Fullmetal Alchemist and the Broken Angel     ,Racjin  ,PS2,Role-Playing,0.56,0.15,0.12,0.26,0.04,2005
11382, Hamtaro: Ham-Hams Unite!     ,Shogakukan  ,GBC,Role-Playing,0.56,0.01,0.01,0.56,0.00,2002
11383, Kingdom Come: Deliverance     ,Warhorse Studios  ,PS4,Role-Playing,0.56,0.18,0.28,0.01,0.09,2018
11384, Lunar: Silver Star Story Complete     ,Game Arts  ,PS,Role-Playing,0.55,0.27,0.18,0.06,0.04,1999
11385, Lords of the Fallen     ,DECK13 Interactive  ,PS4,Role-Playing,0.55,0.20,0.24,0.02,0.09,2014
11386, Inazuma Eleven GO: Dark / Shine     ,Level 5  ,3DS,Role-Playing,0.55,0.01,0.07,0.48,0.00,2011
11387, Disgaea 3: Absence of Justice    Read the review ,Nippon Ichi Software  ,PS3,Role-Playing,0.55,0.36,0.03,0.11,0.05,2008
11388, Kingdom Hearts: Final Mix     ,SquareSoft  ,PS2,Role-Playing,0.55,0.01,0.01,0.55,0.01,2002
11389, Medarot 2: Kabuto / Kuwagata Version     ,Natsume  ,GB,Role-Playing,0.54,0.01,0.01,0.54,0.00,1999
11390, Valkyria Chronicles II    Read the review ,Sega WOW Overworks  ,PSP,Role-Playing,0.54,0.12,0.16,0.18,0.09,2010
11391, Fire Emblem: Path of Radiance     ,Intelligent Systems  ,GC,Role-Playing,0.54,0.29,0.08,0.16,0.01,2005
11392, Tactics Ogre: Let Us Cling Together     ,Square Enix  ,PSP,Role-Playing,0.54,0.15,0.07,0.27,0.05,2011
11393, Two Worlds II     ,Reality Pump  ,X360,Role-Playing,0.54,0.40,0.07,0.03,0.04,2011
11394, Sacred 2: Fallen Angel     ,Ascaron Entertainment  ,X360,Role-Playing,0.54,0.29,0.16,0.04,0.05,2009
11395, Dragon Ball: Fusions     ,Ganbarion  ,3DS,Role-Playing,0.54,0.17,0.09,0.24,0.03,2016
11396, Dragon Age: Inquisition     ,BioWare Edmonton  ,X360,Role-Playing,0.53,0.36,0.12,0.01,0.05,2014
11397, Rune Factory: A Fantasy Harvest Moon    Read the review ,Neverland Company  ,DS,Role-Playing,0.53,0.35,0.01,0.14,0.03,2007
11398, Inazuma Eleven     ,Level 5  ,DS,Role-Playing,0.53,0.01,0.13,0.38,0.02,2011
11399, Magician's Quest: Mysterious Times     ,Konami  ,DS,Role-Playing,0.53,0.04,0.01,0.48,0.00,2009
11400, X-Men Legends     ,Raven Software  ,GC,Role-Playing,0.53,0.41,0.11,0.01,0.01,2004
11401, Mystery Dungeon: Shiren the Wanderer     ,ChunSoft  ,DS,Role-Playing,0.52,0.17,0.00,0.33,0.02,2008
11402, Final Fantasy Chronicles     ,TOSE  ,PS,Role-Playing,0.52,0.29,0.20,0.01,0.03,2001
11403, The 3rd Birthday     ,HexaDrive  ,PSP,Role-Playing,0.52,0.13,0.07,0.27,0.05,2011
11404, Rune Factory 2: A Fantasy Harvest Moon     ,Neverland Company  ,DS,Role-Playing,0.52,0.32,0.03,0.15,0.03,2008
11405, Spectrobes: Beyond the Portals     ,Jupiter Multimedia  ,DS,Role-Playing,0.52,0.36,0.11,0.01,0.05,2008
11406, Summoner     ,Volition Inc.  ,PS2,Role-Playing,0.51,0.25,0.20,0.01,0.07,2000
11407, Mario & Luigi Superstar Saga + Bowser's Minions     ,AlphaDream Corporation  ,3DS,Role-Playing,0.51,0.20,0.20,0.08,0.04,2017
11408, Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword     ,Level 5  ,3DS,Role-Playing,0.51,0.01,0.01,0.51,0.01,2017
11409, Final Fantasy     ,SquareSoft  ,WS,Role-Playing,0.51,0.01,0.01,0.51,0.01,2000
11410, Dragon Age: Origins    Read the review ,BioWare Corp.  ,PC,Role-Playing,0.50,0.01,0.46,0.01,0.04,2009
11411, Monster Hunter Portable 3rd HD Ver.     ,Capcom  ,PS3,Role-Playing,0.50,0.01,0.01,0.50,0.01,2011
11412, Tactics Ogre: The Knight of Lodis     ,Quest Corporation  ,GBA,Role-Playing,0.50,0.13,0.05,0.31,0.01,2002
11413, RPG Maker     ,Agetec Inc.  ,PS,Role-Playing,0.50,0.11,0.07,0.29,0.03,2000
11414, Monster Hunter     ,Capcom  ,PS2,Role-Playing,0.50,0.11,0.08,0.28,0.03,2004
11415, PoPoLoCrois Monogatari     ,SCE  ,PS,Role-Playing,0.50,0.01,0.01,0.46,0.03,1996
11416, Dragon's Crown    Read the review ,Vanillaware  ,PS3,Role-Playing,0.50,0.27,0.04,0.17,0.02,2013
11417, Dark Souls: Remastered    Read the review ,From Software  ,PS4,Role-Playing,0.49,0.13,0.16,0.14,0.06,2018
11418, Yu-Gi-Oh! Forbidden Memories (JP sales)     ,KCEJ  ,PS,Role-Playing,0.48,0.01,0.01,0.45,0.03,2002
11419, Atelier Rorona: Alchemist of Arland    Read the review ,Gust  ,PS3,Role-Playing,0.48,0.22,0.10,0.11,0.05,2014
11420, Children of Mana     ,Next Entertainment  ,DS,Role-Playing,0.48,0.16,0.01,0.29,0.01,2006
11421, Dragon Age Origins: Awakening     ,BioWare Corp.  ,X360,Role-Playing,0.47,0.33,0.10,0.01,0.04,2010
11422, Quest 64     ,Imagineer  ,N64,Role-Playing,0.47,0.38,0.08,0.01,0.01,1998
11423, Final Fantasy Crystal Chronicles: Echoes of Time    Read the review ,Square Enix  ,DS,Role-Playing,0.47,0.12,0.06,0.27,0.02,2009
11424, Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash     ,Level 5  ,3DS,Role-Playing,0.47,0.01,0.01,0.46,0.00,2012
11425, Two Worlds II     ,Reality Pump  ,PS3,Role-Playing,0.47,0.26,0.10,0.06,0.04,2011
11426, Tales of Vesperia     ,Namco Tales Studio  ,PS3,Role-Playing,0.46,0.01,0.01,0.46,0.01,2009
11427, Mega Man Star Force 3: Black Ace / Red Joker     ,Capcom  ,DS,Role-Playing,0.46,0.22,0.01,0.22,0.02,2009
11428, .hack//Outbreak Part 3     ,CyberConnect2  ,PS2,Role-Playing,0.46,0.14,0.11,0.17,0.04,2003
11429, Mother 1+2     ,Ape Studios / HAL Laboratory / Brownie Brown  ,GBA,Role-Playing,0.46,0.01,0.01,0.45,0.01,2003
11430, Phantasy Star Online Episode I & II     ,Sonic Team  ,GC,Role-Playing,0.45,0.23,0.06,0.16,0.01,2002
11431, Fable Anniversary    Read the review ,Lionhead Studios  ,X360,Role-Playing,0.45,0.26,0.15,0.01,0.04,2014
11432, Shin Megami Tensei: Persona 3     ,Atlus Co.  ,PS2,Role-Playing,0.45,0.22,0.03,0.01,0.20,2007
11433, Persona     ,Atlus Co.  ,PS,Role-Playing,0.45,0.01,0.01,0.42,0.03,1996
11434, Final Fantasy Collection     ,TOSE  ,PS,Role-Playing,0.45,0.01,0.01,0.42,0.03,1999
11435, Tales of Zestiria     ,Namco Bandai Games  ,PS4,Role-Playing,0.45,0.18,0.16,0.04,0.07,2015
11436, Vandal Hearts     ,Konami Computer Entertainment Tokyo  ,PS,Role-Playing,0.45,0.14,0.09,0.19,0.03,1997
11437, Star Ocean 5: Integrity and Faithlessness     ,tri-Ace  ,PS4,Role-Playing,0.45,0.10,0.13,0.16,0.05,2016
11438, Shin Megami Tensei: Devil Survivor Overclocked     ,Career Soft  ,3DS,Role-Playing,0.44,0.34,0.01,0.06,0.04,2011
11439, X-Men Legends II: Rise of Apocalypse     ,Raven Software  ,XB,Role-Playing,0.44,0.30,0.12,0.01,0.02,2005
11440, Blood Omen: Legacy of Kain     ,Silicon Knights  ,PS,Role-Playing,0.44,0.25,0.17,0.01,0.03,1996
11441, Eternal Sonata    Read the review ,Tri-Crescendo  ,PS3,Role-Playing,0.44,0.19,0.12,0.07,0.05,2008
11442, Hyperdimension Neptunia    Read the review ,Compile Heart  ,PS3,Role-Playing,0.44,0.22,0.10,0.07,0.04,2011
11443, God Eater 2: Rage Burst     ,Namco Bandai Games  ,PSV,Role-Playing,0.44,0.01,0.05,0.38,0.01,2016
11444, InuYasha: The Secret of the Cursed Mask     ,Kamui  ,PS2,Role-Playing,0.43,0.21,0.17,0.01,0.06,2004
11445, Alpha Protocol     ,Obsidian Entertainment  ,PS3,Role-Playing,0.43,0.19,0.17,0.01,0.07,2010
11446, EverQuest Online Adventures     ,Sony Online Entertainment  ,PS2,Role-Playing,0.43,0.21,0.16,0.01,0.05,2003
11447, Atelier Totori: The Adventurer of Arland    Read the review ,Gust  ,PS3,Role-Playing,0.43,0.12,0.07,0.21,0.03,2011
11448, Neon Genesis Evangelion 2nd Impression     ,Sega  ,SAT,Role-Playing,0.42,0.01,0.01,0.42,0.00,1997
11449, Mega Man Battle Network     ,Capcom  ,GBA,Role-Playing,0.42,0.14,0.05,0.22,0.01,2001
11450, Fossil Fighters: Frontier     ,Spike Chunsoft  ,3DS,Role-Playing,0.42,0.13,0.04,0.23,0.02,2015
11451,  Ragnarok Odyssey    Read the review ,Game Arts  ,PSV,Role-Playing,0.42,0.20,0.01,0.16,0.05,2012
11452, Grandia     ,Game Arts  ,SAT,Role-Playing,0.42,0.01,0.01,0.42,0.01,1997
11453, Arc the Lad III     ,ARC Entertainment  ,PS,Role-Playing,0.42,0.01,0.01,0.39,0.03,1999
11454, TERA     ,En Masse  ,PC,Role-Playing,0.42,0.25,0.13,0.01,0.04,2070
11455, Lord of the Rings: The Third Age     ,EA Redwood Shores  ,XB,Role-Playing,0.42,0.31,0.09,0.01,0.01,2004
11456, Ogre Battle 64: Person of Lordly Caliber     ,Quest Corporation  ,N64,Role-Playing,0.41,0.10,0.02,0.25,0.04,2000
11457, Rogue Galaxy: Director's Cut     ,Level 5  ,PS2,Role-Playing,0.41,0.20,0.16,0.01,0.05,2007
11458, Sword Art Online: Lost Song     ,Namco Bandai Games  ,PSV,Role-Playing,0.41,0.08,0.04,0.24,0.04,2015
11459, Marvel: Ultimate Alliance 2     ,n-Space  ,PS2,Role-Playing,0.41,0.23,0.02,0.01,0.16,2009
11460, Sword Art Online: Hollow Realization     ,Aquria  ,PS4,Role-Playing,0.41,0.18,0.06,0.12,0.05,2016
11461, Rune Factory 3: A Fantasy Harvest Moon     ,Neverland Company  ,DS,Role-Playing,0.41,0.26,0.03,0.10,0.02,2010
11462, Medarot: Kabuto / Kuwagata Version     ,Natsume  ,GB,Role-Playing,0.40,0.01,0.01,0.40,0.00,1997
11463, Gauntlet: Seven Sorrows     ,Midway Studios San Diego  ,PS2,Role-Playing,0.40,0.20,0.15,0.01,0.05,2005
11464, Dragon Warrior Monsters 2: Tara's Adventure     ,TOSE Software  ,GB,Role-Playing,0.40,0.01,0.01,0.40,0.01,2001
11465, Marvel: Ultimate Alliance     ,Vicarious Visions  ,Wii,Role-Playing,0.40,0.36,0.01,0.01,0.03,2006
11466, Mother 3     ,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3  ,GBA,Role-Playing,0.40,0.01,0.01,0.39,0.01,2006
11467, Fushigi no Dungeon 2: Fuurai no Shiren     ,ChunSoft  ,SNES,Role-Playing,0.40,0.01,0.01,0.40,0.00,1995
11468, Naruto: Path of the Ninja     ,TOSE  ,DS,Role-Playing,0.40,0.37,0.01,0.01,0.03,2007
11469, Danball Senki     ,Level 5  ,PSP,Role-Playing,0.39,0.01,0.01,0.39,0.01,2011
11470, Fire Emblem: Fuuin no Tsurugi     ,Intelligent Systems  ,GBA,Role-Playing,0.39,0.01,0.01,0.39,0.01,2002
11471, Deus Ex: Mankind Divided     ,Eidos Montreal  ,XOne,Role-Playing,0.39,0.25,0.11,0.01,0.04,2016
11472, Alpha Protocol     ,Obsidian Entertainment  ,X360,Role-Playing,0.39,0.23,0.13,0.01,0.04,2010
11473, Dungeon Siege III     ,Obsidian Entertainment  ,PS3,Role-Playing,0.39,0.17,0.13,0.03,0.06,2011
11474, Tear Ring Saga Yutona Eiyuu Senki     ,ASCII Entertainment / Tirnanog  ,PS,Role-Playing,0.39,0.01,0.01,0.37,0.03,2001
11475, Dragon's Crown     ,Vanillaware  ,PSV,Role-Playing,0.39,0.14,0.06,0.12,0.07,2013
11476, From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!     ,Alpha Unit  ,GB,Role-Playing,0.39,0.01,0.01,0.39,0.01,2001
11477, Mass Effect 2     Read the review ,BioWare Corp.  ,PC,Role-Playing,0.39,0.01,0.32,0.01,0.05,2010
11478, Marvel: Ultimate Alliance     ,Raven Software  ,PS3,Role-Playing,0.38,0.33,0.02,0.01,0.03,2006
11479, Shin Megami Tensei: Devil Summoner      ,Atlus Co.  ,SAT,Role-Playing,0.38,0.01,0.01,0.38,0.01,1995
11480, Tales of Hearts R     ,7thChord  ,PSV,Role-Playing,0.38,0.11,0.12,0.09,0.07,2014
11481, Grandia Xtreme     ,Game Arts  ,PS2,Role-Playing,0.38,0.07,0.05,0.25,0.02,2002
11482, Kingdom Under Fire: Circle of Doom     ,Blue Side  ,X360,Role-Playing,0.37,0.18,0.12,0.04,0.04,2008
11483, Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!     ,ChunSoft  ,N64,Role-Playing,0.37,0.01,0.01,0.32,0.05,2000
11484, Shin Megami Tensei IV: Apocalypse     ,Atlus  ,3DS,Role-Playing,0.37,0.15,0.05,0.16,0.02,2016
11485, Vampyr     ,DONTNOD Entertainment  ,PS4,Role-Playing,0.37,0.12,0.19,0.01,0.06,2018
11486, Dungeon Siege III     ,Obsidian Entertainment  ,X360,Role-Playing,0.37,0.21,0.12,0.01,0.03,2011
11487, Rune Factory: Frontier    Read the review ,Neverland Company  ,Wii,Role-Playing,0.37,0.16,0.13,0.04,0.03,2009
11488, Fragile Dreams: Farewell Ruins of the Moon    Read the review ,Tri-Crescendo  ,Wii,Role-Playing,0.37,0.16,0.12,0.06,0.03,2010
11489, Shin Megami Tensei II     ,Atlus Co.  ,SNES,Role-Playing,0.37,0.01,0.01,0.37,0.00,1994
11490, Marvel: Ultimate Alliance     ,Vicarious Visions  ,PSP,Role-Playing,0.37,0.33,0.00,0.01,0.03,2006
11491, Okage: Shadow King     ,Zener Works  ,PS2,Role-Playing,0.36,0.14,0.11,0.08,0.04,2001
11492, Breath of Fire II     ,Capcom  ,SNES,Role-Playing,0.36,0.01,0.01,0.36,0.01,1995
11493, Arc the Lad: Twilight of the Spirits     ,Cattle Call  ,PS2,Role-Playing,0.36,0.18,0.14,0.01,0.05,2003
11494, Toriko: Gourmet Survival!     ,Namco Bandai Games  ,PSP,Role-Playing,0.36,0.01,0.01,0.36,0.01,2011
11495, Sword Art Online: Lost Song     ,Namco Bandai Games  ,PS4,Role-Playing,0.36,0.19,0.11,0.01,0.06,2015
11496, Suikoden V     ,Hudson Soft  ,PS2,Role-Playing,0.35,0.08,0.06,0.19,0.02,2006
11497, Persona 2: Eternal Punishment     ,Atlus Co.  ,PS,Role-Playing,0.35,0.03,0.02,0.28,0.02,2000
11498, Might & Magic Heroes VI     ,Black Hole Games  ,PC,Role-Playing,0.35,0.15,0.14,0.01,0.05,2011
11499, From TV Animation One Piece: Tobidase Kaizokudan!     ,Bandai  ,PS,Role-Playing,0.35,0.01,0.01,0.32,0.02,2001
11500, World of Final Fantasy     ,Square Enix  ,PSV,Role-Playing,0.35,0.09,0.11,0.09,0.06,2016
11501, EverGrace     ,From Software  ,PS2,Role-Playing,0.35,0.10,0.08,0.15,0.03,2000
11502, Lunar 2: Eternal Blue Complete     ,Game Arts  ,PS,Role-Playing,0.35,0.19,0.13,0.01,0.02,2000
11503, Odin Sphere: Leifthrasir     ,Vanillaware  ,PS4,Role-Playing,0.34,0.14,0.07,0.09,0.04,2016
11504, Star Ocean: Second Evolution     ,TOSE Software  ,PSP,Role-Playing,0.34,0.14,0.02,0.16,0.02,2009
11505, Divinity: Original Sin     ,Larian Studios  ,PS4,Role-Playing,0.34,0.13,0.13,0.04,0.05,2015
